web_scraper_order,web_scraper_start_url,Nom,Prix,Adresse,Image_lien
"1767366935-114","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chèvre","80 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4387674_uploaded_image1_1695430824.jpg"
"1767366935-115","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat Persan","650 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4386249_uploaded_image1_1695340690.jpg"
"1767366935-116","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde rouge pair","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4381112_uploaded_image1_1695035479.jpg"
"1767366935-117","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","450 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4379382_uploaded_image1_1694875556.jpg"
"1767366935-118","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4365267_uploaded_image1_1694000653.jpg"
"1767366935-119","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Taureau","320 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4335558_uploaded_image1_1692061499.jpg"
"1767366935-120","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Gimalayen Siamois","250 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4333502_uploaded_image1_1691932427.jpg"
"1767366935-121","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","20 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4331659_uploaded_image1_1691773285.jpg"
"1767366935-122","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquets","60 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4331654_uploaded_image1_1691772808.jpg"
"1767366935-123","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cailles de chair","500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4327166_uploaded_image1_1691508551.jpg"
"1767366935-124","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poussins d'autruche","50 000CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_4292496_uploaded_image1_1689236421.jpg"
"1767366935-125","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat tigré","60 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4290090_uploaded_image1_1689085062.jpg"
"1767366935-126","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat tigré","60 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4290086_uploaded_image1_1689084975.jpg"
"1767366935-127","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canard","30 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4251761_uploaded_image1_1686479149.jpg"
"1767366935-128","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Autruche","40 000CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_4274068_uploaded_image1_1688027259.jpg"
"1767366935-129","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chatons persans chinchilla golden shaded","500 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268926_uploaded_image1_1687601650.jpg"
"1767366935-130","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat persan chinchilla blue golden shaded","650 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268866_uploaded_image1_1687597344.jpg"
"1767366935-131","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat persan chinchilla golden shaded","500 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268857_uploaded_image1_1687596952.jpg"
"1767366935-132","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","20 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268218_uploaded_image1_1687536623.jpg"
"1767366935-133","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies","45 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4263743_uploaded_image1_1687283716.jpg"
"1767366935-134","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poissons aquariums","7 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258053_uploaded_image1_1686843939.jpg"
"1767366935-135","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4254477_uploaded_image1_1686653757.jpg"
"1767366935-136","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4250701_uploaded_image1_1686389684.jpg"
"1767366935-137","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruche","30 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4236158_uploaded_image1_1685471000.jpg"
"1767366935-138","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","400CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4226444_uploaded_image1_1684797786.jpg"
"1767366935-139","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poussins bleus hollandais","1 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4223952_uploaded_image1_1684611180.jpg"
"1767366935-140","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Siamois Himalayen","275 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4215680_uploaded_image1_1684074328.jpg"
"1767366935-141","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poissons aquarium","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4213007_uploaded_image1_1683888858.jpg"
"1767366935-142","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cailles","7 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4208226_uploaded_image1_1683592423.jpg"
"1767366935-143","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","600 000CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_4196106_uploaded_image1_1682881461.jpg"
"1767366935-144","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches","30 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4194617_uploaded_image1_1682759209.jpg"
"1767366935-145","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquet","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4185842_uploaded_image1_1682102205.jpg"
"1767366935-146","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Couple de perruches","14 900CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4180902_uploaded_image1_1681767382.jpg"
"1767366935-147","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton siamois","240 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4180282_uploaded_image1_1681738114.jpg"
"1767366935-148","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde","45 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4170236_uploaded_image1_1681079402.jpg"
"1767366935-149","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindes","100 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169875_uploaded_image1_1681057517.jpg"
"1767366935-150","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindes","100 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169870_uploaded_image1_1681057188.jpg"
"1767366935-151","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster doré","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169247_uploaded_image1_1680993460.jpg"
"1767366935-152","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquet","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4141464_uploaded_image1_1679320795.jpg"
"1767366935-153","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canard colvert","32 500CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4141195_uploaded_image1_1679311407.jpg"
"1767366935-154","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chatte persane himalayenne","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4140736_uploaded_image1_1679260998.jpg"
"1767366935-155","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies","35 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4119270_uploaded_image2_1677889884.jpeg"
"1767366935-156","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster dorée","15 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4110101_uploaded_image1_1677403384.jpg"
"1767366935-157","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chèvre sahelienne","180 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4103018_uploaded_image1_1676929679.jpg"
"1767366935-158","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chats siamois himalayen","300 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4102440_uploaded_image1_1676904996.jpg"
"1767366935-159","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton angora","180 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4102298_uploaded_image1_1676900131.jpg"
"1767366935-160","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cheval","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4092862_uploaded_image1_1676283623.jpg"
"1767366935-161","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","600 000CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_4090572_uploaded_image1_1676111755.jpg"
"1767366935-162","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies","65 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4064457_uploaded_image1_1674641302.jpg"
"1767366935-163","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4060300_uploaded_image1_1674362008.jpg"
"1767366935-164","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canards","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4056116_uploaded_image1_1674103896.jpg"
"1767366935-165","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindons","175 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4056115_uploaded_image1_1674103633.jpg"
"1767366935-166","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","7 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4049517_uploaded_image1_1673696813.jpg"
"1767366935-167","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4047285_uploaded_image1_1673554118.jpg"
"1767366935-168","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies de garde","200 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4033376_uploaded_image1_1672817271.jpg"
"1767366944-169","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5096028_uploaded_image2_1734447537.jpeg"
"1767366944-170","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Siamois","235 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5092278_uploaded_image1_1734215302.jpg"
"1767366944-171","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poissons Aquarium","8 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5068623_uploaded_image1_1732965550.jpg"
"1767366944-172","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Tortues terrestres","35 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5066823_uploaded_image1_1732865161.jpg"
"1767366944-173","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœuf","800 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054269_uploaded_image1_1732160455.jpg"
"1767366944-174","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœuf","800 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054268_uploaded_image1_1732160128.jpg"
"1767366944-175","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat Persan","400 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5050095_uploaded_image1_1731948012.jpg"
"1767366944-176","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœufs","800 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5042261_uploaded_image1_1731516188.jpg"
"1767366944-177","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Mondain","140 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5041931_uploaded_image1_1731508632.jpg"
"1767366944-178","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Himalayen","265 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5041105_uploaded_image1_1731466674.jpg"
"1767366944-179","https://sn.coinafrique.com/categorie/autres-animaux?page=2","persan pure race","400 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5041103_uploaded_image1_1731467091.jpg"
"1767366944-180","https://sn.coinafrique.com/categorie/autres-animaux?page=2","British et scottish pure race","650 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5041101_uploaded_image1_1731465886.jpg"
"1767366944-181","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Dindes","25 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5035473_uploaded_image1_1731162862.jpg"
"1767366944-182","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœuf","300 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5022926_uploaded_image1_1730540052.jpg"
"1767366944-183","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton de 1 mois","20 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5017864_uploaded_image1_1730286261.jpg"
"1767366944-184","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Caille","1 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5001807_uploaded_image1_1729346954.jpg"
"1767366944-185","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Couple dinde","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5001804_uploaded_image1_1729346440.jpg"
"1767366944-186","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat Siamois","170 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4997392_uploaded_image2_1729102102.jpeg"
"1767366944-187","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœuf","700 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4996496_uploaded_image1_1729075617.jpg"
"1767366944-188","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Boeuf","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4995019_uploaded_image1_1729000242.jpg"
"1767366944-189","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Tortue","35 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976748_uploaded_image1_1728036550.jpg"
"1767366944-190","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bleus","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4974963_uploaded_image1_1727962840.jpg"
"1767366944-191","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perroquet","399 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4967605_uploaded_image1_1727643698.jpg"
"1767366944-192","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Œufs de caille","4 500CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4962446_uploaded_image1_1727306903.jpg"
"1767366944-193","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Cailles de chair","2 500CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4957482_uploaded_image1_1727090624.jpg"
"1767366944-194","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4956743_uploaded_image1_1727042864.jpg"
"1767366944-195","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Pintade noire","800 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4942157_uploaded_image1_1726204107.jpg"
"1767366944-196","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat","350 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4928423_uploaded_image1_1725508257.jpg"
"1767366944-197","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chatons","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4922546_uploaded_image1_1725269043.jpg"
"1767366944-198","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poussins de canard","2 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4917429_uploaded_image1_1724966703.jpg"
"1767366944-199","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Dinde rouge Ardenne","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4917420_uploaded_image1_1724966404.jpg"
"1767366944-200","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perroquets","50 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4903200_uploaded_image1_1724163057.jpg"
"1767366944-201","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poisson Aquarium","8 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4898597_uploaded_image1_1723887709.jpg"
"1767366944-202","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœufs","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4895608_uploaded_image1_1723716978.jpg"
"1767366944-203","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chatons persans chinchillas purs","550 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4888897_uploaded_image1_1723397770.jpg"
"1767366944-204","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Autruche","750 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885138_uploaded_image1_1723173640.jpg"
"1767366944-205","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Œufs de caille","3 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4880858_uploaded_image1_1722971406.jpg"
"1767366944-206","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Œufs de caille","3 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4880849_uploaded_image1_1722971092.jpg"
"1767366944-207","https://sn.coinafrique.com/categorie/autres-animaux?page=2","vache","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4878570_uploaded_image1_1722874635.jpg"
"1767366944-208","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Vache","350 000CFA","Gassane, Sénégal","https://images.coinafrique.com/thumb_4864739_uploaded_image1_1722168896.jpg"
"1767366944-209","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton hiamalayen","200 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4864117_uploaded_image1_1722115248.jpg"
"1767366944-210","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Siamois","200 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4855435_uploaded_image1_1721662817.jpg"
"1767366944-211","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœufs race Goudali","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4853741_uploaded_image1_1721569594.jpg"
"1767366944-212","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Vache montbéliardes","2 000 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4851931_uploaded_image2_1721447498.jpeg"
"1767366944-213","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruche ondulée","15 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4846061_uploaded_image1_1721147785.jpg"
"1767366944-214","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruche ondulée","30 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4846053_uploaded_image1_1721147434.jpg"
"1767366944-215","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruches ondulées blanches","20 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4846024_uploaded_image1_1721146605.jpg"
"1767366944-216","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Persan pure race","500 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4818301_uploaded_image1_1719774491.jpg"
"1767366944-217","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chatons Persan pure race","430 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4808981_uploaded_image1_1719268557.jpg"
"1767366944-218","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Scottish fold et scottish straight de race pure","700 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4808971_uploaded_image1_1719267956.jpg"
"1767366944-219","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Foin","4 600CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4807500_uploaded_image1_1719210823.jpg"
"1767366944-220","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Paon","140 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4804686_uploaded_image1_1718999173.jpg"
"1767366944-221","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat scotish","750 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4803206_uploaded_image1_1718912151.jpg"
"1767366944-222","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poussin dinde rouge","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4794677_uploaded_image1_1718313441.jpg"
"1767366944-223","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Cochin Fauve","17 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4794473_uploaded_image1_1718301841.jpg"
"1767366944-224","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poussin Cochin disponible","17 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4794466_uploaded_image1_1718301585.jpg"
